date_detected,timestamp,title,slug,outcome,type,side,price,size,usdcSize,asset,transactionHash
2026-05-26 15:08:38,1779799204,"Will the price of Bitcoin be above $76,000 on May 26?",bitcoin-above-76k-on-may-26-2026,Yes,TRADE,BUY,0.935,230,216.02847,101696400522904383879910424453274795510574484165894079507232485023663200731882,0xf552480ff74d830eb8689832527b324882e099c650d9c775a4392b1796190cfd
2026-05-26 15:08:38,1779799204,"Will the price of Bitcoin be between $74,000 and $76,000 on May 26?",will-the-price-of-bitcoin-be-between-74000-76000-on-may-26-2026,No,TRADE,BUY,0.94,30,28.31844,47600455615929490626163943130629826387064004292876452673926931722754065500594,0x3df6e0b15acbde19733ec68e962a628e9f32e77bd4a7e0c522a6ea6999e9b4a6
2026-05-26 15:08:38,1779799199,"Will the price of Bitcoin be above $76,000 on May 26?",bitcoin-above-76k-on-may-26-2026,Yes,TRADE,BUY,0.935,230,216.02847,101696400522904383879910424453274795510574484165894079507232485023663200731882,0x112f65edcf3fede9af3d17b8ae39fa0ded2de345ae0dee896bedb8f7150c5bb3
2026-05-26 15:08:38,1779799171,"Will the price of Bitcoin be above $76,000 on May 26?",bitcoin-above-76k-on-may-26-2026,Yes,TRADE,BUY,0.935,80,75.14034,101696400522904383879910424453274795510574484165894079507232485023663200731882,0x6390a20a60f28b22869af319d0509985cce0911eab93bcbe5333bb1792868c51
2026-05-26 15:08:38,1779799164,"Will the price of Bitcoin be above $76,000 on May 26?",bitcoin-above-76k-on-may-26-2026,Yes,TRADE,BUY,0.933,30,28.12127,101696400522904383879910424453274795510574484165894079507232485023663200731882,0xcaba1a117612664a0e320e2a2568ca188afaf59f6cdf1e09fcffb4f3d32d0f04
2026-05-26 15:08:38,1779799157,"Will the price of Bitcoin be above $78,000 on May 26?",bitcoin-above-78k-on-may-26-2026,No,TRADE,BUY,0.931,60,56.129799999999996,14658893069672317885388728058038617297662316167660245758411111871452668226283,0x523658da1692c5a479de854f41aaaa724a13d6f35df60bbc22203d75ce7d20ff
2026-05-26 15:08:38,1779799150,"Will the price of Bitcoin be above $76,000 on May 26?",bitcoin-above-76k-on-may-26-2026,Yes,TRADE,BUY,0.932,270,252.8378,101696400522904383879910424453274795510574484165894079507232485023663200731882,0xd7133fc41ae6768948551c485ee6648e06b6f7ee6b6e98d20cf44c558c6e201d
2026-05-26 15:08:38,1779799141,"Will the price of Bitcoin be above $76,000 on May 26?",bitcoin-above-76k-on-may-26-2026,Yes,TRADE,BUY,0.93,42.82,39.8226,101696400522904383879910424453274795510574484165894079507232485023663200731882,0xc9a41ca396f17e009ac65b8f79c0e763053b865ab393865a891dd4ddafaedaea
2026-05-26 15:08:38,1779799120,"Will the price of Bitcoin be above $76,000 on May 26?",bitcoin-above-76k-on-may-26-2026,Yes,TRADE,BUY,0.932,60,56.186170000000004,101696400522904383879910424453274795510574484165894079507232485023663200731882,0xbb36053c3126aadd3aaff38c0dbcd98fa2329017d80619c22457a31c8749f242
2026-05-26 15:08:38,1779799113,"Will the price of Bitcoin be above $76,000 on May 26?",bitcoin-above-76k-on-may-26-2026,Yes,TRADE,BUY,0.93,0.07,0.0651,101696400522904383879910424453274795510574484165894079507232485023663200731882,0x59ab4245c3035d1832620d1ff503453949f92f7f09ce1df6b4ec18ef320fc868
